id,airport_from,airport_to,date
8767,KMTC,GA49,2010-01-20 05:26:15
8768,KMTC,SAZO,2010-09-22 00:41:33
8769,KMTC,K5A1,2016-03-24 05:43:41
8770,KMTC,KZ-0021,2010-01-31 05:30:50
8771,SK-312,TAA,2013-05-11 22:09:49
8772,SK-312,0TX1,2010-12-06 09:48:11
8773,SK-312,22KS,2015-08-19 14:36:11
8774,SK-312,5Y2,2010-07-19 16:30:01
8775,SK-312,TF8,2010-07-01 00:58:00
8776,SK-312,BW-0006,2009-06-29 11:35:16
8777,SIJP,IS55,2010-10-06 22:41:27
8778,SIJP,2Y3,2013-05-22 03:54:14
8779,SNDC,BO-0012,2016-08-31 05:37:21
8780,SNDC,LUTR,2011-08-22 22:45:21
8781,SNDC,FZAH,2010-01-26 21:02:22
8782,SNDC,SPEO,2011-01-29 15:39:39
8783,SNDC,1XS9,2011-11-12 10:36:07
8784,SNDC,RPUJ,2016-04-03 07:29:58
8785,SNDC,KOGS,2010-04-28 08:39:35
8786,SNDC,MD82,2011-11-01 01:23:32
8787,SNDC,KCHU,2011-02-10 12:34:05
8788,EGOE,2CA6,2014-10-03 12:48:11
8789,EGOE,6VG8,2009-09-15 22:36:38
8790,EGOE,EGPH,2016-07-15 02:06:09
8791,EGOE,3OI4,2009-04-01 15:30:08
8792,EGOE,92CA,2015-05-31 11:23:21
8793,GA20,GT-0007,2010-01-17 04:17:04
8794,GA20,5N5,2012-10-15 03:29:48
8795,GA20,KR-0217,2010-12-11 21:48:49
8796,GA20,SQD,2010-04-29 17:56:31
8797,GA20,MM77,2011-09-08 17:01:32
8798,GA20,CA-0318,2009-12-20 18:03:23
8799,GA20,UWWS,2011-04-16 02:45:15
8800,UT45,8IL8,2012-05-14 12:54:19
8801,UT45,NZWL,2012-12-17 21:16:03
8802,5II1,CT26,2015-01-23 18:19:31
8803,5II1,33PA,2016-09-08 08:35:08
8804,5II1,KHOC,2014-05-16 12:45:20
8805,5II1,KCBE,2011-06-27 07:54:11
8806,5II1,UY-0004,2017-01-15 00:05:25
8807,5II1,1NK9,2017-01-18 02:08:56
8808,5II1,KR-0029,2014-01-22 12:08:07
8809,5II1,77PN,2013-07-29 16:57:44
8810,5II1,DGAA,2016-01-26 16:32:31
8811,FWCS,CZ-0152,2009-07-31 05:07:56
8812,FWCS,HKBA,2017-03-14 12:02:11
8813,FWCS,IQ-0008,2015-09-06 10:29:29
8814,FWCS,UNOT,2010-05-09 22:17:47
8815,FWCS,SDBM,2014-10-31 17:57:41
8816,FWCS,KEGE,2014-10-30 05:24:19
8817,FWCS,BR-0303,2015-06-17 00:53:27
8818,OH77,SUNM,2014-08-11 16:22:00
8819,OH77,7IS8,2009-08-30 08:30:03
8820,OH77,KGPZ,2015-09-29 13:50:18
8821,OH77,9NE4,2011-10-15 18:26:22
8822,OH77,ENZV,2009-01-09 17:42:57
8823,OH77,NFNG,2017-08-05 10:09:28
8824,OH77,RO-0014,2013-04-09 14:21:50
8825,4C7,CN-0138,2012-03-01 19:08:36
8826,4C7,EITM,2016-01-10 13:33:53
8827,4C7,SSPK,2009-07-04 23:35:19
8828,4C7,MX-MM69,2015-08-07 09:56:57
8829,4C7,CA-0693,2014-01-18 15:48:44
8830,4C7,MN60,2015-02-18 22:13:38
8831,4C7,30WI,2014-09-03 22:14:20
8832,NA-0037,OH17,2013-03-22 19:36:07
8833,NA-0037,OH31,2014-07-14 21:03:27
8834,NA-0037,AR67,2017-09-14 01:21:55
8835,NA-0037,SNBI,2009-07-07 07:15:57
8836,NA-0037,NE46,2014-09-22 09:28:36
8837,NA-0037,UODD,2017-04-20 23:09:43
8838,EGSL,RKTB,2015-10-09 11:20:48
8839,EGSL,AA14,2016-05-28 17:53:01
8840,EGSL,SK-514,2010-04-28 14:56:58
8841,EGSL,SPDO,2010-06-11 13:58:11
8842,EGSL,RK13,2014-01-08 23:04:59
8843,D70,SDGH,2016-03-08 15:18:54
8844,D70,5TE8,2016-10-24 05:07:21
8845,D70,TA75,2014-09-16 21:33:47
8846,D70,8OR3,2016-12-31 22:56:50
8847,D70,GQNA,2011-12-22 00:48:50
8848,D70,CT47,2012-01-13 09:52:32
8849,D70,SDHP,2010-06-28 07:57:55
8850,D70,06NY,2011-06-28 04:28:29
8851,D70,SKEB,2012-09-25 14:33:36
8852,D70,DNIM,2016-09-13 16:40:16
8853,GA68,SN43,2013-03-04 11:11:16
8854,GA68,SWEB,2010-02-03 03:27:17
8855,GA68,SIBH,2011-10-16 22:32:45
8856,GA68,10MT,2012-05-31 07:31:52
8857,GA68,KDQH,2010-01-29 15:33:00
8858,GA68,TN51,2014-11-02 15:22:52
8859,43L,1GA8,2017-04-30 01:02:40
8860,43L,LOAU,2011-02-11 03:08:11
8861,7MO,LDZS,2015-02-21 12:30:56
8862,7MO,AR-0600,2016-04-17 15:17:58
8863,7MO,CA-0669,2016-05-01 14:41:51
8864,7MO,KR-0631,2010-10-01 16:43:30
8865,7MO,56GA,2012-01-14 23:35:35
8866,7MO,KX07,2013-05-18 16:03:46
8867,7MO,3FL7,2013-07-23 05:21:42
8868,9MO3,6R4,2011-01-10 06:37:27
8869,9MO3,4IN5,2010-07-04 05:36:31
8870,9MO3,KK62,2010-10-16 14:09:42
8871,9MO3,SAMP,2016-08-21 06:10:05
8872,9MO3,KNGZ,2009-08-13 20:01:28
8873,9MO3,SIBV,2012-04-11 11:52:00
8874,K2C8,90OR,2017-10-16 19:02:12
8875,K2C8,SDAQ,2012-09-13 09:02:59
8876,K2C8,DCK,2016-10-27 17:28:47
8877,K2C8,15MN,2017-06-13 00:29:50
8878,K2C8,IT-0341,2014-08-28 05:05:26
8879,K2C8,OE54,2015-12-10 12:16:49
8880,K2C8,3XA2,2017-08-30 22:59:09
8881,CCH5,PL-0034,2010-12-23 14:52:19
8882,CCH5,44FD,2010-11-18 03:48:08
8883,DE-0079,SSEE,2010-09-20 02:58:59
8884,DE-0079,KSZY,2015-08-01 13:38:10
8885,DE-0079,SA24,2012-11-05 01:15:12
8886,DE-0079,32FL,2012-01-22 06:40:19
8887,DE-0079,KGTG,2017-01-12 23:16:57
8888,DE-0079,HKTW,2011-09-27 09:44:36
8889,EKMS,SFR,2011-07-28 14:38:18
8890,EKMS,6OH8,2009-05-12 09:23:44
8891,cvb2,CPZ3,2011-01-21 18:59:02
8892,cvb2,5IS2,2016-01-10 07:16:34
8893,cvb2,SK-155,2015-02-20 08:13:51
8894,cvb2,IT-0360,2012-09-24 23:35:39
8895,cvb2,18GA,2014-04-14 05:05:25
8896,cvb2,RK4G,2011-11-27 06:29:44
8897,cvb2,98CL,2013-07-31 18:17:05
8898,cvb2,MY71,2017-07-12 03:49:54
8899,cvb2,KR-0981,2011-01-15 08:05:25
8900,OIBK,PL-0124,2013-05-31 17:29:55
8901,OIBK,2AZ1,2013-11-24 19:54:25
8902,OIBK,SNEQ,2010-03-30 14:35:48
8903,OIBK,EBFS,2015-10-25 12:10:39
8904,OIBK,GB-0170,2011-07-14 01:29:09
8905,OIBK,07I,2012-06-28 19:24:47
8906,OIBK,GA72,2010-03-25 01:22:22
8907,OIBK,MO43,2011-11-02 14:52:43
8908,OIBK,6AZ0,2011-09-07 01:49:09
8909,OIBK,NC84,2015-06-25 07:52:52
8910,OIBK,93GA,2015-12-23 05:13:49
8911,OIBK,MX-0580,2013-10-27 00:24:52
8912,OIBK,BR-0326,2009-10-05 03:38:18
8913,OIBK,FMMY,2010-09-12 22:28:09
8914,OIBK,RO-0015,2010-11-06 03:33:27
8915,OIBK,LEVC,2011-08-01 07:35:19
8916,OIBK,IS90,2010-11-03 11:58:57
8917,OIBK,LFFW,2009-12-19 16:07:25
8918,OIBK,SIOQ,2011-12-04 19:59:01
8919,OIBK,KPHT,2013-06-25 01:04:15
8920,OIBK,SMAN,2013-06-17 05:15:03
8921,OIBK,KR-0316,2016-09-14 15:53:17
8922,OIBK,PAFR,2014-08-15 05:17:49
8923,OIBK,CHW2,2015-08-03 14:12:35
8924,OIBK,4AL1,2010-02-24 20:27:52
8925,OIBK,SLZC,2012-04-28 03:44:02
8926,OIBK,SC91,2013-08-20 20:17:02
8927,OIBK,K53A,2016-11-28 02:02:03
8928,OIBK,1WA2,2010-02-03 16:38:20
8929,OIBK,MX-0228,2013-12-10 21:47:22
8930,OIBK,LFRD,2015-08-20 06:57:21
8931,OIBK,50S,2011-05-12 20:43:27
8932,OIBK,KE-0121,2014-07-01 17:08:36
8933,OIBK,MU46,2013-09-18 17:01:52
8934,OIBK,E37,2013-02-04 18:28:05
8935,OIBK,6S9,2016-08-09 22:27:26
8936,OIBK,US-0187,2013-12-12 23:58:25
8937,OIBK,OYSY,2015-01-28 17:26:48
8938,OIBK,SWQE,2010-03-09 07:04:45
8939,OIBK,ESNK,2014-04-29 11:52:26
8940,OIBK,5OI8,2016-10-31 22:58:07
8941,OIBK,LGKS,2010-03-11 11:58:54
8942,OIBK,IL54,2012-09-13 01:17:20
8943,KVNW,BIBI,2015-10-15 20:21:14
8944,KVNW,CPC4,2012-03-02 21:44:48
8945,KVNW,GMFK,2016-11-10 12:11:41
8946,KVNW,US-0511,2010-04-15 01:58:18
8947,KVNW,CT24,2012-08-24 12:06:12
8948,43PN,CN-0161,2016-12-29 15:59:41
8949,43PN,EDQB,2016-06-29 21:45:37
8950,SWTB,85NM,2010-11-20 18:25:38
8951,SWTB,AR-0077,2015-12-20 02:31:56
8952,SWTB,6PN4,2015-06-19 15:41:47
8953,SWTB,1LA6,2012-12-28 00:49:22
8954,SWTB,MRIA,2015-12-09 20:32:00
8955,SK-171,48FD,2013-12-13 18:51:55
8956,SK-171,SIWG,2012-02-19 22:51:44
8957,SK-171,5MI5,2009-04-11 00:48:01
8958,SK-171,AK86,2010-07-19 15:08:24
8959,SK-171,5TE9,2010-02-18 18:59:52
8960,8M6,AR-0579,2010-11-09 01:32:59
8961,8M6,8WN8,2012-11-14 18:27:23
8962,8M6,0KY0,2011-09-03 12:40:16
8963,8M6,NZMH,2012-07-12 18:02:33
8964,8M6,US-0424,2013-04-12 16:28:52
8965,8M6,21AK,2016-10-15 05:14:26
8966,KR-0609,SIIB,2017-11-14 01:01:21
8967,KR-0609,DAAZ,2016-11-25 09:28:17
8968,K33R,80OI,2017-06-18 07:52:58
8969,K33R,BG-0026,2011-05-19 20:53:44
8970,K33R,27WA,2010-11-30 06:27:43
8971,K33R,LLRM,2011-01-29 15:39:19
8972,K33R,ID-0124,2010-08-19 01:13:19
8973,K33R,GE-0006,2017-11-16 21:01:59
8974,K33R,UHPK,2017-08-15 07:45:46
8975,K33R,SAHS,2015-12-28 08:30:12
8976,K33R,CA-0217,2010-07-27 13:19:43
8977,BR-0102,CJC2,2013-11-09 18:03:59
8978,BR-0102,ID-0059,2014-11-02 00:08:22
8979,BR-0102,KR-0208,2009-05-11 12:06:35
8980,BR-0102,1II6,2015-01-31 08:08:06
8981,BR-0102,SCOV,2011-10-27 01:20:27
8982,BR-0102,CL43,2016-12-24 21:34:19
8983,BR-0102,TNCA,2016-06-02 10:18:54
8984,BR-0102,LLFK,2014-12-29 11:23:44
8985,BR-0102,KR-1012,2016-11-07 04:42:27
8986,0E9,SSGW,2017-11-13 08:36:11
8987,0E9,SK-484,2015-03-25 09:15:27
8988,0E9,EFKU,2009-05-26 07:02:58
8989,0E9,SPBR,2014-02-14 07:29:37
8990,0E9,SAHR,2017-03-29 23:11:00
8991,0E9,DE-0098,2014-11-04 06:00:01
8992,0E9,IS30,2017-08-04 14:49:35
8993,0E9,SDLL,2010-03-21 00:24:46
8994,0E9,3FD6,2013-06-21 11:34:08
8995,CN26,SSOW,2013-10-14 03:51:26
8996,CN26,2SD9,2012-07-20 06:37:06
8997,FR-0101,KS70,2016-06-06 19:18:19
8998,FR-0101,IM-0001,2017-10-26 09:07:21
8999,FL95,2LL6,2011-04-21 16:14:34
9000,FL95,3LL3,2016-05-25 22:19:57
9001,FL95,33FL,2014-05-07 11:32:22
9002,FL95,SK-0075,2012-06-16 10:23:44
9003,FL95,AYAQ,2011-07-18 22:47:44
9004,FL95,RJEB,2013-10-10 02:22:53
9005,FL95,CKN6,2015-05-31 07:05:49
9006,FL95,MX-0170,2011-09-04 01:33:03
9007,FL95,EDBR,2015-03-17 03:08:17
9008,FL95,PH-0109,2010-06-08 21:11:06
9009,SIZK,CEG5,2011-10-31 19:14:42
9010,SIZK,RU-0270,2011-02-15 17:50:03
9011,SIZK,IN54,2010-07-10 19:44:58
9012,SIZK,K0B8,2015-10-25 22:48:44
9013,SIZK,FZIA,2009-01-22 23:52:37
9014,SIZK,01NM,2009-12-28 11:17:44
9015,SIZK,SCAT,2016-07-03 15:03:06
9016,SIZK,KSLE,2010-08-27 22:46:46
9017,MX-0618,CO-0003,2017-10-15 20:22:02
9018,MX-0618,K7M9,2011-05-30 16:50:51
9019,CKD8,CPS1,2009-10-21 16:01:06
9020,CKD8,AR-0386,2016-11-25 22:15:04
9021,CKD8,MG-0007,2016-03-24 12:06:48
9022,CKD8,KLSV,2012-10-29 22:11:18
9023,CKD8,KNYL,2010-07-06 10:06:21
9024,CKD8,IT-0278,2013-10-13 22:25:31
9025,CKD8,MS47,2012-09-10 04:28:01
9026,UEMU,IT-0046,2011-01-14 23:18:22
9027,UEMU,AL20,2012-10-04 05:35:30
9028,UEMU,8PN5,2009-12-15 04:40:09
9029,UEMU,US-0239,2014-12-24 04:05:19
9030,UEMU,NTGJ,2012-01-08 19:46:31
9031,UEMU,FAUH,2015-11-04 19:24:16
9032,UEMU,TX50,2011-03-16 03:37:21
9033,UEMU,5BK,2014-03-04 17:45:53
9034,UEMU,MGZA,2009-01-31 06:33:51
9035,NA-0122,US-0450,2011-10-10 12:51:37
9036,NA-0122,29TX,2015-05-07 11:07:22
9037,NA-0122,OJ38,2015-11-27 21:50:42
9038,NA-0122,AYZM,2009-02-01 04:07:37
9039,NA-0122,NM11,2011-02-11 17:03:35
9040,NA-0122,AQY,2017-04-25 06:17:51
9041,NA-0122,CEH3,2009-12-05 11:47:03
9042,NA-0122,FR-0164,2011-12-01 09:40:46
9043,NA-0122,IA08,2015-04-15 12:52:34
9044,NA-0122,AGBA,2015-01-06 07:29:01
9045,HRYN,UT1F,2011-08-20 12:52:31
9046,HRYN,SJCI,2009-04-30 14:46:10
9047,HRYN,LOLE,2009-06-21 07:46:30
9048,HRYN,MX-0601,2015-11-12 11:56:39
9049,HRYN,SDYZ,2010-10-09 15:03:57
9050,HRYN,SIGB,2010-04-14 08:57:33
9051,HRYN,CSS3,2013-02-04 11:22:36
9052,2ID7,FANV,2016-05-16 18:34:03
9053,2ID7,4AR0,2017-02-07 09:03:29
9054,2ID7,PG-0086,2010-08-16 17:58:49
9055,2ID7,41AZ,2015-11-20 03:16:09
9056,2ID7,5CD,2017-06-22 19:21:38
9057,20MO,NZRK,2015-05-31 19:06:49
9058,20MO,8KY6,2016-03-18 13:18:53
9059,20MO,4D1,2015-08-24 10:52:08
9060,20MO,SDGP,2011-05-25 00:25:14
9061,20MO,7TS6,2010-04-08 14:51:55
9062,20MO,KWVI,2010-10-21 21:33:58
9063,GB-0506,CYXR,2016-01-16 01:14:00
9064,GB-0506,TA56,2017-07-07 04:05:12
9065,GB-0506,U41,2011-12-11 11:37:07
9066,GB-0506,ESMN,2011-10-09 23:59:51
9067,GB-0506,CN01,2013-04-03 04:17:48
9068,GB-0506,GE27,2013-06-15 01:29:23
9069,GB-0506,FL74,2015-08-31 19:04:41
9070,US-0239,SCQE,2017-10-26 00:24:30
9071,US-0239,TS39,2015-07-18 04:33:17
9072,US-0239,SK-057,2015-06-12 22:53:51
9073,US-0239,FZCM,2011-12-27 15:57:32
9074,US-0239,SWQM,2011-07-05 08:06:16
9075,US-0239,1PS5,2013-07-12 01:07:29
9076,US-0239,SJFV,2016-07-09 14:21:50
9077,US-0239,LFIP,2014-01-16 21:26:12
9078,US-0239,MY24,2011-11-19 09:53:19
9079,US-0239,91MN,2011-07-17 09:13:54
9080,US-0239,IN-0063,2017-02-24 17:22:17
9081,HETR,TW-0022,2015-09-28 15:53:39
9082,HETR,SPPA,2010-05-25 05:12:04
9083,HETR,SVVM,2009-11-07 09:28:19
9084,HETR,NM80,2014-02-20 04:33:09
9085,HETR,NFNM,2017-11-10 10:14:53
9086,HETR,AR-0339,2012-10-10 08:10:19
9087,HETR,SK-180,2012-10-18 17:48:44
9088,HETR,FR-0177,2010-11-24 22:06:18
9089,HETR,MX-0083,2011-05-24 08:05:50
9090,DAAY,AR-0567,2016-02-04 13:38:05
9091,DAAY,JP-0020,2012-10-11 02:27:26
9092,DAAY,II65,2014-03-24 04:47:40
9093,DAAY,AGKW,2014-06-26 05:38:43
9094,DAAY,9GA6,2013-05-30 11:45:41
9095,DAAY,FZAE,2014-08-02 04:57:23
9096,DAAY,SLTI,2011-03-17 08:52:43
9097,DAAY,SE-0025,2013-04-27 04:40:03
9098,DAAY,3GA8,2013-01-01 19:17:32
9099,DAAY,TE53,2013-08-28 16:49:35
9100,DAAY,78ND,2011-03-10 12:41:09
9101,DAAY,PS55,2015-06-15 17:31:56
9102,DAAY,36NY,2013-08-15 02:01:11
9103,DAAY,17PN,2011-05-18 05:00:49
9104,DAAY,NJ87,2014-05-30 12:08:10
9105,DAAY,LKTC,2017-06-13 06:20:35
9106,DAAY,AR-0266,2009-04-08 01:36:09
9107,DAAY,SNMQ,2012-04-10 02:42:30
9108,DAAY,KF70,2016-05-20 11:10:07
9109,DAAY,33FL,2015-03-31 18:56:19
9110,DAAY,CFB7,2009-11-18 01:23:54
9111,DAAY,EPMI,2017-07-15 08:50:05
9112,DAAY,5IN5,2012-08-29 23:40:57
9113,DAAY,AF-0003,2015-03-09 21:57:29
9114,DAAY,CA-0148,2013-02-14 10:28:05
9115,DAAY,CKA6,2012-02-05 02:05:13
9116,DAAY,ENHV,2017-07-16 16:24:50
9117,DAAY,CDG,2010-06-05 17:27:13
9118,DE-0281,DFEM,2017-06-13 05:55:59
9119,DE-0281,SDVW,2013-03-03 01:06:12
9120,DE-0281,LKPI,2015-05-21 23:06:51
9121,DE-0281,ESNE,2010-03-26 10:15:22
9122,DE-0281,KGSW,2009-12-15 18:48:53
9123,DE-0281,MD94,2013-02-07 21:48:19
9124,DE-0281,29IL,2016-04-03 11:33:15
9125,DE-0281,KE-0132,2011-06-27 04:16:40
9126,5NE1,FBCM,2016-01-20 20:49:14
9127,5NE1,HEBL,2009-05-05 11:58:21
9128,5NE1,LOAV,2009-08-21 00:20:38
9129,5NE1,KGSO,2009-12-06 19:05:37
9130,5NE1,SIDA,2011-08-10 14:56:35
9131,5NE1,GB-0268,2010-02-05 21:34:48
9132,5NE1,IT-0057,2012-10-26 15:54:56
9133,5NE1,IL85,2009-05-22 13:38:15
9134,5NE1,71AK,2013-11-07 18:35:11
9135,5NE1,SNOG,2014-04-01 22:32:21
9136,5NE1,KBQK,2014-10-14 04:11:29
9137,3LL5,LSGK,2015-03-22 16:36:23
9138,3LL5,KDWU,2013-02-08 04:05:17
9139,3LL5,CJC2,2009-03-06 15:05:11
9140,3LL5,LS90,2013-06-14 10:54:26
9141,3LL5,SVBV,2016-09-25 19:24:18
9142,3LL5,KR-0477,2014-05-26 09:28:10
9143,9CA3,PA51,2013-04-09 18:05:14
9144,9CA3,3IL4,2010-12-04 13:26:43
9145,KR-0433,CN-0070,2013-06-14 11:28:46
9146,KR-0433,SNPI,2011-08-16 17:47:58
9147,FYXX,K8T8,2015-09-21 23:52:03
9148,FYXX,5NJ7,2010-09-13 03:58:34
9149,FYXX,IT-0518,2017-11-29 02:10:12
9150,FYXX,SNPW,2013-06-10 05:20:27
9151,FYXX,90OI,2010-11-27 04:02:05
9152,FNKU,01XS,2011-10-28 09:12:53
9153,FNKU,NA32,2009-12-08 05:46:16
9154,FNKU,5N5,2016-05-05 13:11:23
9155,FNKU,FZBU,2014-06-05 05:14:38
9156,FNKU,SPLN,2011-02-14 13:30:44
9157,FNKU,MX-0390,2009-01-07 16:58:59
9158,FNKU,ID-MSI,2012-02-13 04:38:09
9159,FNKU,KPHH,2016-02-22 05:22:13
9160,FNKU,RK2O,2009-05-11 22:57:37
9161,FNKU,KIGM,2013-07-25 11:51:00
9162,FNKU,SCVE,2016-02-28 06:30:36
9163,FNKU,KE-6112,2016-02-15 18:47:54
9164,FNKU,MZ-0023,2017-03-03 06:40:25
9165,FNKU,KD98,2012-07-07 04:41:56
9166,FNKU,NO-0008,2010-02-13 21:29:29
9167,FNKU,0PN8,2011-03-03 00:15:25
9168,FNKU,0NC3,2014-09-16 14:48:46
9169,FNKU,KEKX,2015-03-20 18:53:14
9170,FNKU,KR-0474,2017-02-18 08:34:59
9171,FNKU,EGCL,2013-11-30 14:11:35
9172,FNKU,K2F1,2015-04-17 06:48:17
9173,FNKU,OIZI,2017-11-18 13:12:36
9174,FNKU,CO-0047,2011-08-11 06:32:12
9175,FNKU,TR-0017,2009-10-28 04:22:11
9176,FNKU,SNAK,2009-12-23 19:46:57
9177,FNKU,RU-0410,2013-05-07 18:41:12
9178,FNKU,8TS6,2011-06-15 13:17:35
9179,FNKU,KLKP,2017-06-22 12:42:55
9180,FNKU,SSWP,2013-03-26 11:05:36
9181,FNKU,USHB,2015-09-11 12:03:50
9182,FNKU,7CA6,2011-12-12 17:06:25
9183,FNKU,MX-0072,2010-09-25 11:20:19
9184,FNKU,CJS8,2014-10-12 17:41:53
9185,FNKU,IT-0183,2010-01-15 19:23:38
9186,FNKU,02AZ,2015-11-01 09:03:55
9187,FNKU,SK-071,2011-02-10 20:54:22
9188,KZ-0036,RU-0317,2012-06-06 14:47:07
9189,KZ-0036,MX-0745,2014-07-31 18:14:41
9190,KZ-0036,7TS4,2017-02-02 04:07:59
9191,KZ-0036,08LS,2014-03-30 19:52:40
9192,KZ-0036,SWDO,2010-07-01 20:57:31
9193,KZ-0036,SNWP,2015-03-08 01:22:49
9194,KZ-0036,MUMG,2013-11-20 15:44:43
9195,KZ-0036,0MN8,2009-01-23 18:13:32
9196,SWFF,ES-0137,2015-05-24 21:41:59
9197,SWFF,EC-0001,2014-08-25 15:39:23
9198,SWFF,CTM2,2009-01-04 01:24:24
9199,SWFF,7VG0,2014-06-11 02:06:28
9200,SWFF,MX-0469,2016-04-03 03:58:32
9201,SWFF,52CA,2013-06-20 01:35:23
9202,SWFF,MN-MXW,2009-11-07 16:17:46
9203,MX-0149,ES-0025,2016-03-05 18:30:27
9204,MX-0149,HKLT,2013-05-30 16:32:50
9205,MX-0149,ID-MJY,2011-03-14 12:11:24
9206,MX-0149,9FL8,2010-08-18 04:21:52
9207,MX-0149,PL-0007,2013-07-31 21:17:45
9208,MX-0149,IT-0014,2015-05-23 01:28:47
9209,MX-0149,AF07,2012-12-15 22:18:16
9210,MX-0149,1OR9,2010-08-28 14:03:56
9211,MX-0149,CA-0506,2014-11-15 10:06:48
9212,MX-0149,OK69,2009-04-19 21:09:00
9213,5OI9,KCMY,2014-05-05 15:22:47
9214,5OI9,ID61,2014-04-22 01:32:52
9215,5OI9,KPOB,2015-03-04 02:00:15
9216,5OI9,PL-0148,2015-07-24 20:43:16
9217,5OI9,CJY6,2010-11-23 05:01:51
9218,5OI9,SJWU,2014-04-28 09:02:01
9219,5OI9,KDSM,2010-03-03 23:55:58
9220,5OI9,RU-0268,2009-12-24 09:16:16
9221,5OI9,TW-0023,2013-10-06 16:05:08
9222,5OI9,DNSO,2015-12-24 23:35:44
9223,KSUT,PS61,2015-03-27 23:22:28
9224,KSUT,CYXL,2013-08-19 10:50:53
9225,KSUT,CEP9,2010-01-21 18:09:28
9226,KSUT,39T,2015-06-20 02:09:09
9227,KSUT,SANI,2012-10-19 12:02:31
9228,KSUT,HRYR,2016-12-06 17:58:58
9229,KELO,2MT8,2013-02-06 20:35:32
9230,KELO,SSMC,2014-08-11 09:05:38
9231,KELO,5KY5,2014-03-28 01:12:02
9232,KELO,SDQL,2011-12-22 15:44:20
9233,KELO,CKL2,2010-06-22 09:29:56
9234,KELO,CA-0303,2016-01-16 21:42:45
9235,KELO,BR-0111,2015-10-08 11:15:46
9236,KELO,SK-323,2013-08-11 17:36:57
9237,KELO,SCXB,2009-04-12 04:18:50
9238,KELO,CN13,2016-01-07 20:37:35
9239,KELO,ETNJ,2013-08-02 23:45:55
9240,KELO,17ME,2014-04-18 00:23:48
9241,KELO,KEBS,2017-09-13 08:32:13
9242,KELO,SINA,2013-06-27 05:52:27
9243,KELO,SHRP,2012-02-12 18:20:13
9244,KELO,CYNC,2016-08-28 04:03:48
9245,KELO,LFAO,2016-08-05 21:41:03
9246,KELO,OPWN,2013-02-07 22:33:43
9247,KELO,KOLD,2014-11-11 09:15:43
9248,KELO,K91,2017-03-20 19:33:54
9249,KELO,6H8,2013-05-18 04:11:23
9250,KELO,09CO,2012-01-20 03:45:25
9251,KELO,SNKE,2015-11-15 00:24:21
9252,KELO,CZ-0020,2013-12-10 23:20:33
9253,KELO,CL-0006,2012-03-22 03:38:30
9254,KELO,HWI,2009-05-02 11:55:14
9255,KELO,AR-0475,2010-05-26 18:34:19
9256,KELO,MSJC,2014-06-16 15:26:59
9257,KELO,SITR,2014-12-10 17:13:27
9258,KELO,GE-0004,2017-04-06 16:00:31
9259,KELO,SN-0001,2017-08-11 03:36:35
9260,41KY,AU-0108,2010-06-17 18:51:53
9261,41KY,NM73,2016-12-08 21:00:31
9262,US-0287,CYEL,2013-12-28 23:55:30
9263,US-0287,MX-0470,2016-03-17 11:02:08
9264,US-0287,IR-0009,2010-12-17 11:33:41
9265,US-0287,KEVU,2010-01-01 09:28:30
9266,US-0287,US-0493,2017-07-02 19:15:32
9267,US-0287,CA-0484,2017-12-04 06:00:12
9268,US-0287,SNNP,2012-07-21 04:11:46
9269,US-0287,SWUJ,2015-11-10 00:12:00
9270,US-0287,KMFI,2015-01-07 08:02:18
9271,US-0287,K4G4,2011-08-28 01:37:24
9272,UZ-0009,UACS,2013-01-04 02:06:11
9273,UZ-0009,RU-0382,2011-07-29 19:14:25
9274,UZ-0009,MGCR,2012-06-13 10:52:47
9275,UZ-0009,99MO,2017-09-05 06:05:18
9276,UZ-0009,SA01,2011-04-11 11:19:23
9277,UZ-0009,2H3,2012-02-27 12:31:14
9278,UZ-0009,SSMY,2012-09-13 00:32:37
9279,UZ-0009,SE-0025,2017-08-12 16:07:48
9280,UZ-0009,NC35,2014-01-09 05:49:44
9281,UZ-0009,SWCN,2014-08-08 13:14:49
9282,ULAM,5Y3,2010-11-02 13:05:52
9283,ULAM,RJFF,2012-08-26 02:55:15
9284,ULAM,bgmo,2010-01-04 17:06:01
9285,ULAM,9MI5,2011-06-03 09:16:29
9286,ULAM,CJB7,2017-06-26 01:03:03
9287,ULAM,EC-MZD,2013-11-08 08:23:02
9288,ULAM,BR-0219,2014-12-26 00:22:57
9289,ULAM,14WS,2011-04-09 14:44:12
9290,ULAM,5FL8,2011-06-15 14:14:42
9291,ULAM,83WI,2011-08-13 15:15:09
9292,ULAM,KS12,2013-05-13 05:13:57
9293,ULAM,SLLS,2014-04-01 04:40:26
9294,ULAM,1TX9,2009-01-17 15:09:21
9295,ULAM,KJYG,2013-11-01 21:01:30
9296,ULAM,US-0895,2014-07-15 12:34:49
9297,ULAM,IA66,2011-02-04 00:17:18
9298,ULAM,3CL8,2013-04-29 14:44:58
9299,ULAM,K67L,2011-03-20 05:52:59
9300,ULAM,GL-0007,2015-09-14 10:34:08
9301,ULAM,SAZK,2013-05-30 09:36:52
9302,ULAM,LL10,2011-12-08 23:52:11
9303,ULAM,IT-0092,2015-10-27 08:12:05
9304,ULAM,KM22,2010-07-03 17:35:04
9305,ULAM,MDAB,2012-05-26 04:49:17
9306,ULAM,5LL9,2017-04-30 17:40:46
