id,airport_from,airport_to,date
581,13MN,40NJ,2014-11-17 17:10:34
582,3NC3,00TE,2014-04-29 05:16:00
583,3NC3,2CN7,2012-09-30 06:28:40
584,3NC3,18VT,2011-12-13 19:33:20
585,3NC3,1GE3,2015-10-31 12:46:45
586,3NC3,40OR,2011-03-16 12:51:13
587,3NC3,0XA3,2012-09-12 19:26:02
588,3NC3,2IA1,2010-08-23 17:45:40
589,3NC3,45AR,2009-08-12 15:13:40
590,3NC3,1OR3,2012-12-05 16:35:38
591,3NC3,13NE,2016-11-11 13:14:48
592,16MI,15OH,2017-12-14 21:19:46
593,16MI,02XS,2012-04-11 21:20:50
594,16MI,21OI,2016-04-16 09:05:45
595,16MI,01CT,2012-11-18 02:20:17
596,16MI,1SD8,2010-02-09 04:49:35
597,16MI,2FL4,2010-07-17 23:23:28
598,04WV,2TA1,2011-04-01 19:08:00
599,04WV,21W,2016-01-23 07:31:09
600,11KY,3VS,2015-05-09 03:46:08
601,11KY,40PA,2009-09-20 17:39:01
602,0CL5,1AR6,2009-10-22 01:00:01
603,0CL5,03OI,2014-12-26 05:41:23
604,3CN5,15NY,2009-08-18 06:18:14
605,3CN5,1MS8,2016-12-22 14:53:01
606,3VS,3TE9,2017-11-29 10:06:25
607,3VS,3VA5,2010-09-03 22:51:42
608,3VS,23WS,2009-10-26 10:45:19
609,3VS,01MT,2015-11-23 23:09:56
610,3VS,1WI7,2012-07-01 08:48:36
611,3VS,03KY,2014-07-24 19:04:30
612,3VS,1NC0,2011-05-11 20:00:38
613,3VS,2WN3,2017-10-26 05:14:08
614,3VS,1AZ6,2014-10-04 21:16:02
615,3VS,10LS,2016-12-20 21:50:19
616,11OR,41PN,2011-01-27 05:27:03
617,11OR,44OI,2017-06-30 22:10:57
618,11OR,27NY,2013-07-14 18:20:25
619,11OR,28MD,2011-10-15 04:51:58
620,11OR,2PA6,2012-07-16 01:34:34
621,11OR,1GE7,2012-05-10 01:12:19
622,11OR,2WN6,2010-10-11 18:26:32
623,24CL,13AK,2012-04-01 20:40:23
624,24CL,31TN,2010-02-15 02:23:30
625,24CL,23ID,2015-11-15 19:26:08
626,24CL,2TS5,2012-11-30 20:14:16
627,24CL,10CL,2016-11-05 03:51:43
628,24CL,25KY,2017-10-26 09:46:25
629,24CL,00CO,2016-10-22 12:52:12
630,24CL,3CA9,2017-06-29 00:15:45
631,3FL5,2NY2,2014-05-21 01:18:15
632,3FL5,25TS,2009-01-10 02:48:58
633,3FL5,1AR1,2016-09-26 12:13:09
634,3FL5,2CN5,2011-08-06 21:15:15
635,3FL5,2NJ9,2011-06-20 11:32:20
636,3AR2,2SD7,2011-06-18 22:33:31
637,3AR2,2OH4,2014-05-03 01:08:52
638,3AR2,3AZ3,2011-01-21 11:25:10
639,3AR2,42VG,2012-05-19 15:32:53
640,3AR2,1GE7,2010-06-29 18:11:39
641,3AR2,3OI6,2013-11-28 17:27:32
642,3AR2,3NJ4,2010-09-11 15:56:33
643,3AR2,1S7,2013-10-03 11:10:03
644,3AR2,21TX,2013-08-27 22:42:00
645,18AR,31A,2017-03-05 11:40:48
646,18AR,05LS,2015-06-23 10:47:42
647,18AR,40AZ,2009-09-12 03:06:55
648,18AR,0N5,2010-01-20 17:38:51
649,18AR,0CD7,2013-05-20 12:30:46
650,45NC,15PA,2016-08-29 04:38:30
651,45NC,27KY,2011-01-02 06:03:06
652,45NC,2II8,2017-09-18 13:36:38
653,45NC,02MD,2010-07-15 19:30:01
654,45NC,2CO9,2016-10-17 14:51:56
655,32MS,37AR,2010-12-12 19:32:30
656,32MS,3GE3,2013-01-12 09:55:48
657,32MS,0TX3,2015-02-13 02:10:46
658,32MS,3Z9,2016-03-15 12:09:45
659,32MS,3MI4,2010-03-09 20:12:41
660,32MS,1VA2,2013-11-20 04:12:39
661,32MS,0KY6,2017-05-31 09:08:30
662,32MS,09TN,2011-05-18 13:17:12
663,32MS,11NR,2009-02-22 01:24:10
664,0CL0,2LA0,2012-07-06 20:51:20
665,0CL0,24IS,2009-08-11 18:40:58
666,0CL0,31FD,2015-08-11 17:19:06
667,0CL0,1XA8,2014-02-25 01:57:44
668,0CL0,3D2,2013-07-01 02:33:52
669,0CL0,1NJ0,2015-10-22 03:40:54
670,07TN,03VA,2017-07-15 21:23:56
671,07TN,0WI6,2015-09-01 22:40:06
672,07TN,44ID,2009-07-28 00:54:16
673,07TN,01PN,2015-02-19 21:51:25
674,07TN,1S8,2013-06-08 16:53:59
675,07TN,11NR,2013-05-25 03:33:22
676,07TN,00KS,2009-05-07 07:37:15
677,44AK,27AL,2011-01-24 11:02:12
678,44AK,1TA0,2010-02-06 07:30:04
679,44AK,2MN5,2013-09-30 08:51:46
680,44AK,1TE2,2011-07-08 05:31:31
681,44AK,2OK4,2015-07-22 22:24:24
682,3TA6,0AK2,2014-06-19 13:44:47
683,3TA6,07VA,2010-01-17 05:55:02
684,3TA6,20SC,2013-02-26 18:49:37
685,3TA6,05KS,2013-01-04 22:22:57
686,3TA6,2OG5,2013-04-15 17:00:02
687,3TA6,15ID,2012-03-05 14:53:48
688,3TA6,1TE5,2017-02-05 22:38:41
689,3TA6,3CO3,2013-08-05 09:44:39
690,3TA6,45AR,2009-06-02 07:05:37
691,3TA6,3NH2,2016-09-18 13:01:09
692,3TA6,11FL,2016-09-12 17:51:25
693,0CO7,1NV2,2017-02-14 21:26:38
694,0CO7,35NH,2014-09-15 09:01:21
695,23ME,3CL7,2017-08-13 21:29:39
696,23ME,34AK,2016-08-09 14:15:55
697,23ME,08MD,2012-08-21 11:09:52
698,23ME,02LA,2014-05-17 01:42:23
699,23ME,0LL9,2016-03-17 09:00:17
700,23ME,28GA,2009-11-13 08:13:28
701,23ME,2WN4,2012-06-26 13:20:49
702,23ME,11VG,2016-01-01 10:09:28
703,36GA,0PA6,2012-11-14 02:18:51
704,36GA,11CO,2015-05-25 14:56:26
705,36GA,20GA,2010-02-19 09:24:58
706,36GA,2TE3,2015-02-18 13:06:50
707,36GA,2TA3,2013-07-04 07:56:35
708,23FD,06KY,2009-04-08 09:37:58
709,23FD,20IN,2012-03-28 18:01:44
710,23FD,1CO9,2013-05-19 21:54:58
711,23FD,05PS,2012-04-23 19:36:38
712,23FD,10F,2009-08-10 02:55:10
713,23FD,05OI,2016-06-18 09:39:08
714,23FD,14FD,2009-07-18 04:48:24
715,23FD,0IA2,2013-09-08 03:51:51
716,23FD,21AK,2014-03-02 13:24:49
717,19MT,22WN,2010-12-07 08:52:02
718,19MT,3MI4,2017-01-03 03:47:18
719,19MT,10TN,2017-03-24 12:59:10
720,19MT,14IN,2014-02-10 10:40:51
721,19MT,1CO7,2011-05-29 15:06:27
722,19MT,3S2,2011-04-02 01:43:24
723,19MT,06PS,2015-08-17 08:59:11
724,09IN,24M,2013-03-14 22:17:46
725,09IN,1TA5,2009-03-31 10:29:44
726,09IN,23KY,2011-03-12 08:26:49
727,09IN,0NY5,2011-09-19 06:48:36
728,09IN,43TE,2017-07-10 22:37:46
729,09IN,10MS,2012-07-05 02:03:38
730,09IN,05MS,2012-10-09 12:52:38
731,09IN,0PN3,2016-06-07 00:10:53
732,09IN,19OK,2014-10-08 00:16:15
733,22KS,16NJ,2011-08-13 10:03:30
734,22KS,0WN4,2010-03-23 13:27:39
735,44LA,2W3,2016-10-24 01:20:44
736,44LA,01AZ,2017-12-31 10:38:19
737,44LA,1VA3,2013-01-01 08:41:39
738,44LA,1TE1,2013-09-25 13:57:01
739,44LA,24IN,2013-10-13 11:15:42
740,44LA,42CO,2014-05-31 20:05:20
741,44LA,08OR,2011-07-29 11:03:59
742,44LA,1NJ5,2014-12-03 21:54:14
743,44LA,1MI6,2014-10-21 05:16:16
744,44LA,09NY,2011-11-24 00:51:41
745,3KS7,0SD3,2010-02-21 23:12:58
746,3KS7,0NC8,2017-01-20 01:45:35
747,3KS7,1MT2,2011-04-11 15:27:53
748,3KS7,0NM7,2015-08-06 11:48:32
749,3KS7,14ND,2017-11-06 15:35:17
750,3KS7,36PN,2017-01-28 18:17:48
751,3KS7,27TS,2012-03-12 23:03:57
752,22NK,2GE8,2015-09-21 20:50:55
753,22NK,30II,2010-09-11 20:41:59
754,45PA,0CT8,2014-06-18 06:15:42
755,45PA,12NK,2015-09-18 04:39:25
756,0CO9,24II,2011-03-27 13:27:54
757,0CO9,15LL,2016-03-27 20:41:39
758,0CO9,0MA4,2015-10-23 17:07:21
759,0CO9,0XS5,2015-10-18 19:59:43
760,0CO9,06MO,2009-07-11 20:44:15
761,0CO9,06WN,2015-01-01 10:07:08
762,0CO9,06KY,2012-01-06 14:35:04
763,1AR0,2NK7,2012-05-30 00:29:10
764,1AR0,09MI,2013-11-06 10:56:24
765,1AR0,0O4,2017-08-22 15:39:18
766,1AR0,41G,2012-04-10 08:13:33
767,1AR0,34TA,2016-01-01 21:21:06
768,1AR0,01CL,2014-01-22 07:56:56
769,1AR0,0FL4,2011-10-17 04:34:38
770,0P1,0NY0,2010-12-26 01:47:35
771,0P1,0T3,2014-02-25 04:52:43
772,0P1,34GA,2011-10-30 14:21:15
773,0P1,0FL9,2010-04-19 02:49:26
774,0P1,0MN0,2015-10-15 13:43:32
775,0P1,45WA,2012-05-31 05:18:27
776,0P1,2W3,2011-04-12 13:14:57
777,0P1,30MO,2016-11-19 16:54:23
778,0P1,22NC,2010-09-12 17:42:55
779,1XA2,2B1,2017-12-21 02:32:08
780,1XA2,41NE,2011-01-26 22:32:07
781,1XA2,2TX0,2009-08-21 15:21:57
782,1XA2,45CA,2017-12-30 01:17:48
783,1XA2,1IA5,2010-08-17 13:20:47
784,1XA2,0OK4,2011-08-19 02:07:49
785,23FA,0WI9,2016-04-18 03:51:37
786,23FA,17ID,2010-03-23 16:41:41
787,1VG2,20IN,2012-03-12 07:05:09
788,1VG2,25MD,2009-08-30 00:05:53
789,1VG2,36IL,2010-10-16 10:20:12
790,1VG2,0MN7,2015-12-09 20:53:14
791,1VG2,39FD,2009-07-27 17:59:00
792,1VG2,24SC,2012-02-29 12:56:56
793,1VG2,41MA,2009-02-08 15:47:28
794,1VG2,15FD,2016-06-20 19:50:36
795,28OH,1MU7,2013-06-09 05:54:50
796,28OH,09WA,2012-03-14 18:22:46
797,28OH,2OI6,2017-07-05 07:35:48
798,28OH,00IS,2009-04-15 03:29:30
799,28OH,2AZ3,2010-10-14 07:24:10
800,28OH,32CL,2009-01-24 11:31:47
801,28OH,0IL2,2013-03-09 20:46:15
802,28OH,24TX,2011-12-27 20:12:31
803,28OH,1FL5,2014-03-03 14:06:45
804,28OH,0KY9,2009-12-05 08:23:54
805,28OH,31KY,2011-11-29 18:07:01
806,06CA,0PS3,2013-04-19 00:42:02
807,06CA,15FD,2017-08-11 19:36:38
808,22VG,0IS8,2013-04-16 23:12:56
809,22VG,3MD9,2017-01-02 07:06:42
810,1TS8,37TE,2013-07-12 21:30:53
811,1TS8,1ME,2014-11-01 05:41:39
812,1TS8,2OR6,2011-11-02 11:48:44
813,1TS8,0IN3,2010-07-22 12:09:05
814,1TS8,2MN8,2012-12-08 16:14:08
815,1TS8,21OH,2014-10-13 18:08:58
816,32MO,18LS,2009-07-23 02:46:15
817,32MO,03XS,2013-05-20 21:13:33
818,32MO,3MD4,2013-07-01 12:38:27
819,32MO,07AA,2017-09-27 13:39:59
820,32MO,0FL1,2016-02-25 09:57:14
821,32MO,3GA0,2017-04-14 10:05:23
822,2AR6,05IN,2015-09-26 04:09:52
823,2AR6,3MS1,2009-07-20 04:26:09
824,2AR6,3CL4,2015-11-15 13:01:55
825,2AR6,23JY,2016-12-26 06:39:05
826,2AR6,17FL,2011-06-03 19:31:02
827,2AR6,21CA,2011-07-18 11:59:55
828,2AR6,19TA,2014-10-07 12:06:00
829,39LA,31XS,2015-10-08 16:52:53
830,39LA,05MN,2010-10-21 21:17:03
831,39LA,29NE,2012-05-15 18:57:05
832,39LA,00NJ,2009-05-12 03:00:33
833,39LA,18TX,2014-03-28 20:55:19
834,39LA,31NE,2016-10-01 06:25:16
835,39LA,19KY,2017-11-25 02:40:44
836,39LA,03WI,2014-01-25 01:20:10
837,39LA,3MA9,2016-11-09 07:27:39
838,39LA,09II,2012-02-05 21:53:36
839,39LA,3AR8,2014-10-20 19:28:02
840,2AL4,3A9,2013-07-29 05:56:17
841,2AL4,3VA4,2015-11-25 08:02:21
842,0LA5,1OK3,2017-01-22 18:00:57
843,0LA5,32CO,2016-11-09 02:37:32
844,1NE6,3Y4,2015-08-30 01:58:33
845,1NE6,2C4,2012-05-28 19:20:38
846,1NE6,41VA,2015-09-21 11:11:37
847,1NE6,09GA,2014-02-17 08:00:31
848,1NE6,37ID,2016-01-21 00:31:43
849,1NE6,14IS,2015-08-07 23:36:21
850,1NE6,1CL8,2013-05-31 14:58:20
851,1NE6,1TN0,2014-02-06 16:03:08
852,1NE6,40TA,2011-06-05 07:02:24
853,30ID,3SC3,2011-04-08 12:49:56
854,30ID,1MA2,2014-12-02 21:51:12
855,30ID,0NC2,2013-08-19 21:55:21
856,30ID,1TS4,2010-02-08 05:13:42
857,30ID,0MU8,2009-04-02 19:31:26
858,30ID,25IS,2009-09-29 18:47:15
859,30ID,1MA7,2016-03-06 00:16:25
860,30ID,3CN5,2010-10-18 08:10:54
861,30ID,03AZ,2017-03-08 23:40:05
862,30ID,0NJ3,2014-04-22 21:48:42
863,2CN5,0NY1,2010-03-22 01:18:01
864,2CN5,0AZ0,2017-02-12 23:31:39
865,3MA3,04CA,2014-04-04 04:50:55
866,3MA3,2M5,2010-12-22 03:53:36
867,11CA,38IL,2011-06-16 11:21:25
868,11CA,1KS2,2016-08-28 20:53:03
869,11CA,00CA,2017-03-14 10:30:02
870,11CA,3T8,2014-09-13 11:11:31
871,11CA,1VA4,2009-03-15 02:31:40
872,11CA,0C7,2012-08-09 17:50:46
873,11CA,1B3,2015-07-15 01:24:13
874,11CA,0TX8,2013-02-14 02:30:34
875,11CA,2VA5,2012-11-18 23:40:48
876,11CA,0XA9,2017-01-13 13:08:00
877,11CA,1AZ7,2016-10-16 18:24:41
878,33FD,0TN9,2016-02-14 23:50:25
879,33FD,3MD0,2009-03-10 16:12:10
880,33FD,15NK,2014-11-24 22:18:52
881,33FD,3MO9,2011-06-17 18:36:39
882,33FD,17PA,2017-02-04 18:03:45
883,33FD,32MO,2014-11-03 05:55:09
884,33FD,28NE,2014-06-21 03:45:46
885,33FD,19FL,2010-10-13 20:56:04
886,33FD,2CA6,2016-04-14 01:54:35
887,33FD,21OH,2011-03-31 14:57:09
888,07MT,14ND,2017-08-03 23:52:16
889,07MT,20LS,2015-11-04 01:45:46
890,07MT,0CA7,2017-01-28 13:08:11
891,07MT,24IA,2011-11-23 18:37:53
892,07MT,30LS,2015-10-16 12:01:02
893,07MT,42FL,2010-07-23 18:20:23
894,07MT,41TS,2013-05-21 04:45:02
895,07MT,2OA1,2012-04-18 21:25:26
896,07MT,1OA2,2014-02-16 20:09:03
897,1PA4,2KS6,2017-06-10 12:47:24
898,1PA4,07MI,2017-04-29 16:30:42
899,1PA4,00CN,2016-12-27 17:29:42
900,1PA4,0SD8,2014-10-10 10:52:10
901,1PA4,0NA1,2010-10-09 12:07:56
902,1PA4,1GE4,2013-12-25 11:41:09
903,1PA4,32NJ,2015-07-17 04:29:06
904,16TE,1MI0,2014-02-13 17:50:52
905,16TE,29GA,2012-09-16 00:10:37
906,16TE,15IN,2013-05-21 22:04:23
907,16TE,0MI8,2011-06-09 02:52:36
908,16TE,1AR9,2011-12-09 05:17:09
909,16TE,35AL,2011-12-29 00:16:48
910,2N6,38OH,2011-09-09 11:45:47
911,2N6,10OR,2012-03-10 06:03:31
912,2N6,22XS,2012-05-24 14:47:07
913,2N6,18AR,2016-03-11 23:39:00
914,2N6,2WN5,2010-09-04 05:57:02
915,2N6,27MN,2015-12-07 17:35:33
916,2N6,1TN4,2017-05-12 07:36:19
917,0CA5,26GA,2013-10-27 02:00:37
918,0CA5,16TE,2010-09-25 04:05:30
919,0CA5,44KY,2016-02-29 15:20:15
920,0CA5,0GE3,2012-10-20 22:44:18
921,0CA5,38MI,2010-05-19 10:21:01
922,23CO,22WI,2017-12-19 20:14:51
923,23CO,3XS6,2010-11-07 04:08:49
924,23CO,08CO,2017-02-03 11:06:11
925,23CO,2MA5,2015-08-25 20:51:43
926,23CO,31AZ,2009-12-11 01:52:51
927,23CO,0TS3,2013-08-22 18:52:55
928,23CO,0WN0,2009-08-19 10:57:17
929,13IA,3NA7,2011-10-17 13:48:23
930,13IA,1MA8,2015-08-13 15:34:18
931,13IA,3AR4,2017-11-17 20:49:26
932,13IA,41AZ,2010-11-17 15:54:59
933,13IA,3VG5,2013-03-24 21:28:36
934,13IA,02XS,2014-02-18 09:29:26
935,0CA2,2TA8,2013-06-21 23:34:07
936,0CA2,38CO,2014-10-26 21:11:29
937,0NC3,2PR2,2014-01-26 03:53:49
938,0NC3,26AR,2010-04-10 08:12:38
939,0WN9,0OI1,2016-10-09 01:18:51
940,0WN9,11CL,2009-08-28 02:41:18
941,0WN9,14OK,2012-09-09 16:08:37
942,0WN9,0MU1,2016-03-11 14:17:26
943,0WN9,40PN,2010-06-15 11:11:00
944,0WN9,3O8,2009-12-18 11:56:16
945,2AR3,1TS5,2011-09-19 08:22:33
946,2AR3,21GA,2012-03-25 02:37:36
947,20NY,3TS7,2017-11-24 16:37:32
948,20NY,1TX7,2017-04-30 22:32:38
949,20NY,39XS,2009-10-10 01:19:35
950,20NY,2PA0,2013-09-17 05:58:10
951,20NY,09IS,2017-04-05 03:07:19
952,20NY,02NV,2014-07-31 18:15:52
953,20NY,1MU5,2009-12-11 17:29:01
954,20NY,0OI1,2014-06-11 02:02:36
955,20NY,28CL,2009-02-27 18:36:27
956,20NY,04V,2009-05-01 19:43:07
957,20NY,1MS5,2015-11-07 00:41:18
958,3XS8,3IN6,2016-05-17 02:37:04
959,3XS8,2II7,2011-11-03 03:02:40
960,3XS8,42NH,2014-12-21 17:11:21
961,3XS8,23NR,2017-06-28 03:27:20
962,3XS8,2S5,2009-12-05 18:30:05
963,3XS8,44LL,2014-07-15 01:46:51
964,3XS8,1W5,2013-11-13 20:40:43
965,04SC,39XS,2017-12-29 22:22:20
966,04SC,2TE0,2010-04-28 03:04:19
967,22VT,18TA,2011-01-05 23:07:04
968,22VT,27WI,2016-05-29 07:27:37
969,2FL3,02NE,2011-07-31 12:32:05
970,2FL3,2ND4,2011-01-28 22:42:50
971,2FL3,10AK,2013-09-13 15:58:25
972,2FL3,0NC4,2016-01-30 22:37:50
973,2FL3,3ID7,2010-01-18 11:21:12
974,2FL3,25PN,2010-05-05 10:08:07
975,2FL3,35AL,2014-01-10 16:02:42
976,2FL3,14MT,2017-04-12 18:16:02
977,0MY1,13NM,2016-05-14 03:18:50
978,0MY1,1MN3,2014-02-24 12:45:59
979,41TN,1IA2,2017-05-12 11:14:18
980,41TN,17TE,2010-10-14 11:29:48
981,41TN,1MI4,2014-08-16 12:49:53
982,41TN,0IA3,2017-06-13 09:09:09
983,41TN,27OI,2012-12-29 23:25:29
984,41TN,1LS1,2017-03-02 07:34:53
985,41TN,2KY1,2011-10-16 08:48:07
986,41TN,3OR3,2014-02-09 09:55:41
987,41TN,19TE,2016-12-28 15:26:11
988,27FL,26XS,2017-06-21 07:25:50
989,27FL,0KY2,2010-02-01 04:56:31
990,2CN4,18IN,2016-05-05 22:14:11
991,2CN4,10TX,2009-01-17 07:20:06
992,2CN4,0Q3,2017-07-15 02:07:04
993,2CN4,0WI8,2014-11-05 00:00:52
994,2CN4,11VG,2009-10-25 23:41:26
995,2CN4,2NC3,2011-03-10 17:07:39
996,26FD,28IN,2011-04-30 19:08:51
997,26FD,05B,2016-11-29 21:07:54
998,26FD,0Q3,2017-12-13 17:30:04
999,26FD,15LL,2010-10-17 04:54:41
1000,26FD,1CD5,2015-03-09 10:08:47
1001,26FD,1CA2,2017-08-29 01:29:18
1002,26FD,25A,2015-10-12 03:51:35
1003,26FD,26TS,2010-05-02 18:15:09
1004,26FD,1B3,2017-07-09 13:44:52
1005,26FD,22TE,2010-02-18 08:27:36
1006,1CL4,2AR7,2010-06-06 08:08:33
1007,1CL4,3SD3,2009-10-10 20:58:16
1008,3AZ4,38ID,2011-04-01 01:09:47
1009,3AZ4,2JY5,2014-07-01 05:16:32
1010,18OI,3XA4,2010-09-16 04:22:44
1011,18OI,01WY,2014-07-12 03:45:13
1012,18OI,04LL,2013-03-17 03:06:10
1013,18OI,14TN,2016-10-26 23:05:14
1014,18OI,2AK8,2009-03-18 03:12:01
1015,18OI,10ND,2014-08-15 14:23:41
1016,18OI,2MY3,2015-07-18 07:54:04
1017,18OI,19PN,2010-03-30 00:47:21
1018,18OI,3FK,2012-07-03 08:17:45
1019,18OI,04IN,2013-09-14 12:15:07
1020,03MA,2MT1,2013-01-09 23:32:18
1021,03MA,11CA,2014-12-04 08:09:44
1022,03MA,1TE5,2014-01-05 10:55:12
1023,03MA,44CO,2015-05-07 08:21:08
1024,03MA,24XA,2013-05-23 01:02:51
1025,03MA,2TE2,2017-04-06 06:11:11
1026,03MA,3XS9,2009-06-28 02:02:01
1027,03MA,2KY2,2017-03-20 04:36:08
1028,03MA,15WA,2013-05-26 02:19:04
1029,03MA,25XA,2010-02-02 15:20:47
1030,13LL,11KY,2015-10-11 23:09:03
1031,13LL,08NJ,2016-02-05 07:19:20
1032,24MN,3AR7,2013-08-08 10:31:54
1033,24MN,3CN2,2014-05-25 01:20:39
1034,24MN,08OR,2009-02-05 07:47:01
1035,24MN,0PN1,2017-05-08 17:25:58
1036,24MN,3FL4,2015-08-10 09:43:01
1037,24MN,38MO,2014-07-16 18:01:24
1038,24MN,08WA,2010-12-10 05:13:25
1039,24MN,3OK2,2009-12-11 10:11:42
1040,3II6,09FL,2013-11-30 20:25:00
1041,3II6,0CD6,2012-07-28 16:51:15
1042,1TS1,3U0,2011-07-31 20:57:32
1043,1TS1,17NJ,2010-03-18 01:52:49
1044,1TS1,26LS,2015-11-07 21:58:24
1045,1TS1,3AZ1,2009-04-11 18:15:56
1046,1TS1,10NH,2011-12-17 09:19:25
1047,1TS1,13NY,2009-07-29 15:03:21
1048,1TS1,39FL,2015-01-05 05:53:40
1049,0GE3,2MU0,2015-04-17 21:41:22
1050,0GE3,2WA5,2016-11-20 08:35:48
1051,0GE3,0AR9,2013-04-03 07:46:10
1052,0GE3,3MI8,2014-11-17 03:26:54
1053,0GE3,2GE8,2017-08-05 13:53:46
1054,0GE3,16FA,2016-10-04 09:07:45
1055,0GE3,3OG3,2017-06-29 12:40:08
1056,0GE3,3TA9,2009-06-26 16:28:38
1057,0GE3,43G,2013-06-15 01:59:10
1058,0GE3,0Z2,2010-05-11 16:56:58
1059,0GE3,01IS,2009-05-07 11:31:54
1060,04MO,0MU3,2015-01-01 18:17:29
1061,04MO,29ME,2013-11-23 16:55:18
1062,04MO,0GA2,2016-08-25 15:52:22
1063,04MO,34ID,2016-03-13 13:22:40
1064,04MO,2MN6,2015-10-05 22:49:29
1065,04MO,22PA,2016-12-18 10:59:11
1066,04MO,1IA2,2011-06-23 06:41:55
1067,04MO,3II0,2015-03-17 00:23:52
1068,04MO,2LA5,2016-10-31 18:11:51
1069,2KS6,2NY4,2016-04-16 09:44:13
1070,2KS6,43NC,2010-02-03 16:23:46
1071,2KS6,2CL7,2011-01-30 10:58:52
1072,2KS6,18Y,2010-09-17 12:11:25
1073,2KS6,2XA2,2010-11-15 14:34:17
1074,1TA5,23FA,2016-02-15 09:19:28
1075,1TA5,19FD,2011-07-04 07:43:28
1076,1TA5,2OR7,2016-07-28 03:09:47
1077,1TA5,34NY,2015-01-09 08:59:26
1078,1TA5,31FD,2015-12-21 12:24:28
1079,0XA4,1NJ3,2009-10-23 10:58:17
1080,0XA4,2II6,2013-09-25 00:14:50
1081,0XA4,0W7,2012-02-27 00:45:16
1082,0XA4,3MA0,2017-06-12 13:53:11
1083,0XA4,3MO1,2012-08-04 23:32:55
1084,0XA4,27SD,2011-10-02 07:35:23
1085,0XA4,1I8,2009-10-15 04:42:24
1086,2OH8,22CL,2013-01-07 22:19:56
1087,2OH8,0WN2,2017-09-14 20:22:33
1088,2OH8,22SC,2012-10-21 13:48:41
1089,2OH8,3AL5,2016-12-20 13:44:38
1090,2OH8,19NH,2012-02-11 09:57:43
1091,2OH8,0IA1,2009-01-29 17:38:29
1092,2OH8,0OR0,2011-02-17 20:45:36
1093,2OH8,0LS2,2017-01-12 02:06:25
1094,2OH8,0IS8,2013-03-26 21:36:44
1095,2OH8,0GA1,2011-01-07 01:15:28
1096,0LA8,1TE1,2016-01-21 08:38:49
1097,0LA8,24CA,2015-10-08 02:26:27
1098,2CO5,37CL,2010-06-08 01:51:05
1099,2CO5,23VT,2016-09-14 15:21:27
1100,2CO5,2CA0,2010-11-14 04:52:10
1101,2CO5,3C5,2012-01-05 22:37:18
1102,2CO5,1II2,2016-06-04 12:03:41
1103,2CO5,1MI0,2017-02-14 07:39:22
1104,2CO5,25MD,2012-09-22 07:58:49
1105,2CO5,3NK7,2015-03-13 18:27:48
1106,2CO5,23WI,2017-07-15 18:56:17
1107,2CO5,3WA9,2013-04-21 10:59:41
1108,31PN,01FD,2009-02-16 01:39:25
1109,31PN,0K6,2009-10-16 06:11:12
1110,3NK0,13NM,2011-05-29 13:46:09
1111,3NK0,17CL,2011-11-11 18:01:18
1112,3NK0,2MA3,2017-11-28 05:38:46
1113,3NK0,15KS,2015-08-03 00:47:05
1114,3NK0,28NK,2012-11-16 10:54:36
1115,3NK0,11TA,2010-02-26 19:48:10
1116,3NK0,1CA3,2009-03-08 07:55:25
1117,2XA3,1FA5,2017-07-25 10:28:45
1118,2XA3,1JY2,2009-02-02 02:37:24
1119,3NY0,2GA6,2012-12-19 17:13:10
1120,3NY0,1KS6,2009-08-27 19:28:05
1121,3NY0,3LL3,2012-10-24 20:36:26
1122,3NY0,19OK,2009-08-03 11:08:19
1123,3NY0,44OR,2009-06-02 10:46:04
1124,3NY0,07TA,2009-04-07 06:29:22
1125,3NY0,2AR4,2016-05-18 22:48:17
1126,3NY0,0Y4,2012-12-12 19:05:26
1127,3NY0,04XS,2014-10-09 15:55:41
1128,3NY0,2JY4,2016-12-20 18:30:38
1129,0CO4,0AR3,2014-06-24 22:49:00
1130,0CO4,23LL,2010-07-09 09:20:39
1131,0OI0,3VG8,2017-05-19 16:46:57
1132,0OI0,02MT,2010-10-25 09:09:28
1133,14NY,1NK4,2015-10-24 18:05:24
1134,14NY,3FL5,2014-05-07 10:14:12
1135,18AZ,09II,2009-12-14 03:58:34
1136,18AZ,01XS,2011-08-21 18:48:35
1137,18AZ,29MO,2009-12-17 15:59:32
1138,18AZ,05OR,2017-07-25 07:17:27
1139,18AZ,0GE9,2011-07-24 18:41:16
1140,18AZ,2JY4,2010-06-05 11:15:56
1141,18AZ,18XA,2012-02-14 12:59:11
1142,18AZ,39KY,2013-07-13 16:18:12
1143,3VA0,42PN,2015-04-03 12:43:37
1144,3VA0,00PS,2014-12-19 23:34:59
1145,3VA0,3IS3,2010-05-06 20:35:00
1146,3VA0,0XS5,2013-05-15 17:30:07
1147,3VA0,1CA7,2010-03-24 18:39:32
1148,3VA0,35KS,2016-06-24 14:52:49
1149,3VA0,0WN8,2009-10-03 14:44:46
1150,3VA0,37VA,2015-11-07 13:17:45
1151,3VA0,12IS,2011-08-15 03:24:42
1152,0MU3,1TN2,2012-06-23 22:18:12
1153,0MU3,36MN,2017-07-12 21:08:55
1154,20AR,1IL1,2009-07-17 20:43:41
1155,20AR,0CA3,2015-01-18 05:19:25
1156,20AR,25IL,2017-06-21 00:07:51
1157,20AR,1CD1,2010-11-22 12:36:14
1158,20AR,0CO6,2010-01-19 15:03:51
